353,929792,978944
418,1011712,1028096
417,815104,823296
353,405504,536576
354,143360,208896
356,471040,536576
368,425984,434176
366,430080,438272
450,679936,688128
356,413696,421888
352,864256,995328
354,864256,929792
383,733184,774144
351,798720,806912
3,667648,675840
3,495616,503808
417,733184,806912
2,53248,61440
349,77824,118784
2,28672,36864
2,233472,241664
450,696320,704512
351,339968,348160
3,192512,200704
3,520192,528384
454,901120,909312
365,847872,856064
382,839680,905216
2,94208,102400
377,634880,651264
365,405504,413696
0,1044480,1048576
1,0,4096
379,151552,159744
454,278528,294912
380,819200,827392
428,270336,278528
0,765952,774144
365,77824,94208
450,770048,794624
366,258048,274432
450,729088,745472
355,274432,339968
1,258048,266240
1,208896,217088
434,724992,733184
365,126976,143360
0,643072,651264
419,929792,946176
419,4096,12288
351,61440,69632
434,708608,716800
377,225280,233472
351,45056,53248
450,753664,761856
1,626688,634880
2,561152,569344
2,339968,356352
430,626688,634880
366,282624,290816
0,544768,552960
1,1011712,1019904
1,864256,872448
2,577536,585728
366,61440,69632
2,487424,495616
366,225280,233472
2,69632,86016
2,856064,872448
351,864256,872448
454,753664,761856
2,4096,12288
454,1015808,1032192
366,364544,372736
434,856064,864256
454,770048,778240
434,839680,847872
368,630784,638976
2,380928,389120
2,897024,905216
1,692224,700416
378,880640,888832
463,417792,425984
417,708608,716800
2,520192,528384
349,135168,143360
2,249856,258048
2,364544,372736
377,667648,675840
463,434176,442368
352,733184,741376
2,217088,225280
1,716800,724992
421,643072,700416
362,954368,962560
463,401408,409600
2,987136,1003520
0,430080,438272
365,749568,774144
365,806912,815104
454,868352,876544
379,20480,36864
3,53248,61440
378,1028096,1048576
379,0,12288
0,880640,888832
373,458752,466944
434,888832,897024
365,1028096,1036288
454,720896,729088
1,36864,45056
363,708608,716800
365,823296,831488
7,49152,57344
382,1036288,1048576
383,0,36864
385,774144,823296
1,69632,77824
1,118784,126976
0,897024,913408
377,512000,536576
368,393216,401408
385,831488,839680
352,798720,806912
2,733184,749568
0,684032,692224
1,643072,651264
385,1036288,1048576
386,0,4096
418,995328,1003520
363,626688,634880
454,696320,712704
2,1028096,1036288
3,217088,233472
2,880640,888832
363,610304,618496
3,4096,12288
366,462848,471040
366,405504,413696
365,1011712,1019904
365,946176,954368
418,880640,888832
380,12288,20480
3,20480,28672
349,602112,610304
454,794624,811008
418,905216,913408
2,544768,552960
2,471040,479232
419,36864,45056
377,1028096,1036288
434,823296,831488
378,94208,102400
378,53248,61440
3,364544,372736
351,995328,1003520
418,946176,954368
0,864256,872448
350,339968,348160
417,380928,397312
418,929792,937984
377,577536,585728
3,552960,561152
3,446464,454656
350,405504,413696
379,118784,126976
368,360448,368640
418,643072,651264
421,700416,708608
356,733184,946176
418,577536,593920
2,561152,569344
2,487424,495616
2,577536,585728
430,36864,45056
357,995328,1048576
358,0,45056
418,651264,659456
354,913408,929792
382,888832,897024
418,946176,954368
383,208896,249856
383,577536,593920
354,897024,905216
3,217088,225280
418,610304,643072
0,897024,905216
353,929792,937984
3,61440,69632
383,36864,53248
383,184320,192512
383,724992,741376
418,675840,684032
356,495616,520192
380,548864,557056
353,962560,978944
382,1044480,1048576
383,0,12288
353,987136,995328
2,987136,995328
383,602112,610304
1,626688,634880
3,339968,348160
3,552960,561152
421,659456,700416
385,815104,831488
385,798720,806912
386,4096,12288
2,897024,905216
2,233472,241664
2,913408,921600
356,528384,536576
1,258048,266240
418,1028096,1036288
418,954368,970752
454,1024000,1032192
358,69632,77824
418,1003520,1011712
358,102400,151552
366,462848,471040
365,77824,86016
454,237568,245760
0,544768,552960
353,978944,987136
377,520192,528384
383,610304,634880
356,946176,970752
421,651264,659456
450,671744,679936
365,839680,847872
418,864256,872448
450,696320,704512
2,880640,888832
358,77824,86016
1,364544,372736
0,880640,888832
365,102400,110592
385,806912,815104
454,704512,712704
385,790528,798720
383,12288,20480
7,49152,57344
358,151552,225280
433,1019904,1048576
434,0,36864
358,249856,299008
351,20480,36864
0,765952,774144
0,421888,430080
1,208896,217088
434,741376,757760
450,786432,794624
383,708608,724992
450,417792,425984
428,278528,319488
0,503808,512000
358,225280,249856
358,45056,69632
1,118784,126976
430,823296,831488
434,716800,724992
383,634880,643072
358,86016,102400
383,593920,602112
368,630784,638976
454,1015808,1024000
434,692224,708608
351,69632,77824
0,1044480,1048576
1,0,4096
450,679936,688128
353,946176,954368
385,1036288,1044480
385,782336,790528
365,823296,831488
365,946176,954368
365,757760,765952
3,53248,61440
365,405504,413696
365,749568,757760
363,708608,716800
418,1019904,1028096
363,610304,618496
418,905216,913408
363,626688,634880
430,495616,634880
431,102400,307200
376,987136,995328
1,323584,331776
431,364544,495616
379,241664,249856
378,487424,495616
383,774144,790528
378,225280,233472
349,389120,397312
379,258048,266240
379,356352,364544
378,446464,454656
377,888832,897024
430,364544,438272
378,348160,356352
454,901120,925696
454,679936,696320
430,692224,741376
368,376832,425984
379,307200,348160
380,794624,802816
434,897024,913408
379,790528,806912
373,450560,458752
7,57344,90112
379,151552,159744
368,499712,507904
379,503808,512000
454,212992,229376
368,475136,491520
6,77824,86016
6,53248,69632
379,823296,831488
380,507904,524288
365,790528,806912
349,143360,159744
366,20480,28672
0,495616,503808
368,442368,450560
383,274432,282624
1,53248,61440
366,372736,380928
380,819200,827392
366,356352,364544
379,282624,290816
434,364544,626688
1917,716800,847872
4,397312,593920
365,946176,954368
435,495616,626688
365,258048,397312
434,954368,1019904
435,36864,110592
1,700416,708608
434,299008,364544
435,299008,364544
434,757760,823296
365,978944,1011712
1,806912,815104
0,856064,880640
1,380928,397312
1,667648,684032
1,602112,618496
418,978944,987136
418,1019904,1028096
365,94208,102400
365,405504,413696
454,884736,892928
454,843776,851968
365,110592,118784
365,1028096,1036288
2,372736,380928
365,823296,831488
1237,593920,856064
1918,454656,716800
1917,1044480,1048576
1918,0,258048
1917,847872,978944
1236,544768,675840
1237,1003520,1048576
1238,0,86016
1,12288,20480
1,1019904,1036288
1237,282624,348160
1237,86016,151552
1237,544768,593920
3,28672,36864
2,1003520,1019904
3,372736,397312
364,593920,610304
450,712704,729088
1,77824,94208
419,20480,36864
3,12288,20480
3,348160,356352
362,36864,45056
2,872448,880640
418,905216,913408
2,782336,790528
3,53248,61440
428,466944,532480
428,73728,270336
363,626688,634880
363,708608,716800
427,913408,925696
365,454656,573440
363,610304,618496
418,839680,847872
365,749568,765952
377,634880,651264
1238,413696,544768
1237,856064,937984
1238,151552,413696
2,536576,544768
0,430080,438272
464,188416,385024
366,999424,1048576
367,0,81920
366,540672,802816
6,552960,749568
5,1019904,1048576
6,0,28672
454,991232,1007616
463,319488,385024
380,311296,368640
377,512000,536576
462,712704,843776
428,794624,991232
380,12288,20480
366,421888,430080
377,159744,225280
379,20480,36864
378,1036288,1048576
379,0,12288
378,880640,888832
462,909312,1040384
378,94208,102400
464,647168,778240
366,438272,446464
367,802816,868352
377,356352,364544
2,258048,266240
6,159744,290816
356,413696,421888
463,57344,253952
429,73728,81920
435,110592,126976
367,409600,450560
379,118784,126976
367,147456,344064
367,450560,712704
379,167936,176128
462,212992,253952
366,241664,249856
464,450560,516096
368,81920,147456
7,913408,937984
367,712704,737280
365,929792,937984
377,667648,675840
377,1028096,1036288
385,774144,782336
366,868352,933888
377,1044480,1048576
378,0,4096
4,724992,856064
4,921600,1036288
4,69632,266240
378,643072,651264
417,380928,405504
358,471040,503808
418,888832,897024
3,561152,585728
2,921600,987136
362,839680,905216
3,233472,249856
3,503808,520192
366,217088,225280
368,745472,761856
368,712704,720896
429,823296,921600
378,28672,36864
362,1036288,1048576
363,0,118784
368,729088,737280
3,446464,454656
2,69632,77824
3,200704,208896
2,20480,28672
2,512000,520192
3,659456,724992
1,847872,856064
429,430080,503808
3,544768,552960
434,282624,290816
0,397312,413696
2,724992,733184
378,675840,684032
2,86016,94208
418,1036288,1044480
366,61440,69632
3,471040,479232
454,811008,819200
3,790528,856064
0,1011712,1028096
454,278528,286720
454,1032192,1040384
2,389120,462848
2,135168,200704
377,577536,585728
3008,20480,24576
3008,16384,20480
3008,16384,20480
3008,20480,24576
377,634880,651264
2245,380928,643072
377,503808,536576
430,438272,454656
2245,118784,380928
2245,643072,700416
417,118784,184320
3,36864,45056
378,151552,159744
377,552960,561152
417,577536,708608
417,446464,512000
368,712704,720896
417,905216,970752
431,790528,798720
419,446464,643072
4,1036288,1048576
5,0,135168
418,380928,446464
378,675840,684032
417,397312,405504
2244,700416,962560
345,638976,786432
416,118784,315392
5,200704,397312
2244,962560,1048576
2245,0,118784
5,462848,593920
435,167936,299008
415,1003520,1048576
416,0,53248
381,135168,184320
384,1036288,1048576
385,0,53248
5,659456,708608
345,851968,884736
377,483328,499712
368,409600,417792
416,708608,905216
421,446464,577536
382,118784,315392
419,708608,839680
381,249856,380928
377,405504,417792
416,446464,512000
381,1036288,1048576
382,0,53248
421,839680,958464
383,839680,905216
419,53248,118784
369,745472,827392
383,970752,1044480
419,905216,970752
383,446464,512000
417,53248,61440
386,380928,577536
385,118784,249856
420,970752,1048576
421,0,118784
386,53248,249856
385,315392,512000
421,184320,315392
419,184320,323584
385,577536,708608
384,380928,512000
385,839680,970752
434,167936,233472
386,643072,708608
379,323584,331776
430,643072,651264
379,282624,290816
455,860160,1048576
456,0,73728
455,335872,598016
455,598016,794624
455,8192,204800
368,385024,401408
449,729088,860160
382,577536,708608
386,774144,905216
370,155648,286720
448,925696,991232
448,794624,860160
449,598016,663552
380,507904,516096
379,790528,806912
368,475136,483328
379,823296,831488
456,843776,1048576
457,0,57344
456,155648,417792
456,581632,843776
348,77824,274432
456,417792,581632
6,991232,1048576
7,0,24576
456,73728,155648
383,282624,290816
348,462848,724992
365,1036288,1044480
348,339968,462848
348,864256,1048576
349,0,77824
350,159744,421888
349,929792,1048576
350,0,77824
352,733184,798720
351,995328,1048576
352,0,12288
350,421888,471040
348,724992,864256
351,798720,929792
349,208896,339968
351,339968,405504
384,118784,184320
350,143360,159744
364,610304,618496
430,626688,634880
2,888832,897024
364,626688,634880
418,929792,937984
432,561152,823296
432,954368,1048576
433,0,167936
432,430080,495616
432,102400,233472
429,561152,692224
429,299008,430080
0,430080,438272
430,299008,364544
430,888832,954368
432,823296,888832
431,1019904,1048576
432,0,36864
430,102400,167936
431,823296,888832
454,1040384,1048576
455,0,0
431,36864,102400
431,692224,757760
358,602112,667648
430,757760,823296
433,823296,954368
377,667648,675840
